Aircraft;Engine;Role;Registration;Seats;Cargo Capacity (t);Flight Number;Date;Take-off Time (UTC);Origin Airport;Destination Airport;Distance OD (km);Distance Flown (km);CO2 (kgCO2e);Contrails (kgCO2e)
A320;CFM56-5B6/3;PAX;EC-KMI;180.0;0.0;VY6112;12/06/2023;12/06/2023 14:47;LEBL;LIRF;847.9678302098054;954.9110478791758;12204.137026370065;0.0
A21N;PW1133G-JM;;EC-NYC;230.0;0.0;VY6937;26/12/2023;26/12/2023 14:03;LEIB;LFPO;1098.2641741532054;1213.922298314196;13346.662014737884;-102.3723948035611
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY8428;06/06/2023;06/06/2023 05:12;LFPO;LIMC;590.0383296647423;739.2152854873633;11646.192161756517;0.0
A320;CFM56-5B4/3;PAX;EC-MAO;180.0;0.0;VY1677;24/02/2023;24/02/2023 13:22;LEST;LEBL;883.2522704545041;934.7258598510764;12014.211156514815;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY3323;05/09/2023;05/09/2023 14:20;LEIB;LEBL;276.1540864735084;304.10897098830543;5713.109197131861;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY3004;15/08/2023;15/08/2023 05:00;LEBL;GCLP;2174.4948701069866;2247.6129810405264;28892.548005422148;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY3001;09/09/2023;09/09/2023 05:54;GCLP;LEBL;2174.4948701069866;2268.2781513453297;24690.632699396017;-1450.2256750187798
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY8353;30/07/2023;30/07/2023 08:33;LEVC;EHAM;1481.113988456934;1596.2924110233869;18178.168932726;2941.8038025853284
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY3923;16/07/2023;16/07/2023 19:04;LEPA;LEBL;201.96688121093285;300.66405526444754;5668.963267448722;0.0
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY1422;14/02/2023;14/02/2023 07:59;LEBL;LEBB;466.810876844104;566.2953086063833;8578.279510951721;-5286.189589021928
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY3257;16/09/2023;16/09/2023 20:02;GCXO;LEZL;1390.1408343101732;1508.2672526078602;17349.401500630374;24650.13446224383
A321;CFM56-5B3/3;PAX;EC-NLX;220.0;0.0;VY8306;08/06/2023;08/06/2023 13:14;LEBL;EHAM;1241.1362442046452;1352.7235630575424;18551.221736228355;-9008.496573342336
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY3522;08/04/2023;08/04/2023 16:29;LEBL;LEIB;276.1540864735084;313.1619432585775;4730.445646971461;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;Unknown;25/05/2023;25/05/2023 11:44;LEBL;LFPG;858.7380115037018;1045.1434798698667;10462.88401493428;-571.5735167258073
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY3047;04/06/2023;04/06/2023 19:23;GCLP;LEZL;1377.5380723845806;1450.1472896142225;16814.155867401958;67482.11256277972
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY2703;03/03/2023;03/03/2023 20:30;LPPR;LEBB;526.666053879379;643.9931482582919;9303.451014035389;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY6018;18/09/2023;18/09/2023 13:26;EGKK;LECO;1067.856331190174;1095.2441102843168;10818.872482693268;-25099.480558947056
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY1308;26/09/2023;26/09/2023 17:06;LEBL;LEAL;403.8531061870535;450.833910828344;7456.873419615835;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY1884;24/11/2023;24/11/2023 17:42;LEBL;EDDB;1502.4124826682996;1700.9186405196374;22513.77449163747;0.0
A20N;PW1127G-JM;PAX;EC-NAY;186.0;0.0;Unknown;07/07/2023;07/07/2023 08:28;EGKK;LEBL;1109.0539170109523;1167.4004219457142;11333.078047234028;0.0
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY6106;15/07/2023;15/07/2023 17:09;LEBL;LIRF;847.9678302098054;953.4556120219364;12186.871038201403;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY3044;03/12/2023;03/12/2023 06:49;LEZL;GCLP;1377.5380723845806;1455.4835449679797;16865.953831907933;-2953.848110147092
A320;V2527-A5;PAX;EC-MGE;186.0;0.0;VY6201;09/09/2023;09/09/2023 12:29;LEBL;LSGG;637.4468259188732;843.5714194888515;11150.91174808188;0.0
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY3969;30/12/2023;30/12/2023 10:20;LEVC;LEBB;469.7343062402431;628.1847161351112;9148.05712051746;0.0
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY3139;15/02/2023;15/02/2023 20:43;LEAS;GCRR;1759.5845151906394;1827.7239051865783;20336.417453808343;0.0
A20N;PW1127G-JM;PAX;EC-NAX;186.0;0.0;VY1251;27/07/2023;27/07/2023 12:54;LEBL;LEAM;626.443106723362;662.1343211477928;7746.823853513861;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;Unknown;14/10/2023;14/10/2023 16:11;LIRF;LFPO;1088.6659905506278;1145.3449467793382;11174.860950452256;15071.001753679937
A321;V2533-A5;PAX;EC-MHB;220.0;0.0;VY8173;16/12/2023;16/12/2023 15:20;LFPO;LEMG;1451.3818548328447;1509.105179031665;20337.342579874003;0.0
A320;V2527-A5;PAX;EC-LVT;180.0;0.0;VY3176;02/03/2023;02/03/2023 05:40;LEBL;LFPO;826.0961118302938;894.5829541647297;11634.359416804324;-17630.45198737947
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY3045;27/02/2023;27/02/2023 13:19;GCLP;LEZL;1377.5380723845806;1441.5776157129917;16727.82592655866;-18841.14362255002
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY1430;11/04/2023;11/04/2023 15:12;LEBL;LEBB;466.810876844104;496.0084555173104;7922.171960542687;0.0
A20N;PW1127G-JM;PAX;EC-NFJ;186.0;0.0;VY1421;07/11/2023;07/11/2023 08:00;LEBB;LEBL;466.810876844104;510.2467437969797;6569.589612984675;0.0
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY6333;24/01/2023;24/01/2023 12:00;LIMC;LEBL;720.7942696840571;763.2115215650667;8458.800789031835;0.0
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY1575;10/11/2023;10/11/2023 18:13;LEAS;LEBL;711.5818927865374;790.9387198341268;10667.464079359434;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY2150;04/05/2023;04/05/2023 04:59;LEMG;EBBR;1735.4806098783336;1818.4386583058108;20250.08751296505;-5498.773319979928
A319;CFM56-5B6/P;PAX;EC-NGB;144.0;0.0;VY6006;16/11/2023;16/11/2023 17:18;LIRQ;LEBL;797.5506985199976;857.3057847265319;10477.345554369722;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY6936;23/08/2023;23/08/2023 09:00;LFPO;LEIB;1098.2641741532054;1263.94729002652;17549.88814234724;0.0
A320;CFM56-5B4/3;PAX;EC-MVO;180.0;0.0;VY1896;09/02/2023;09/02/2023 17:16;LEBL;EDDL;1167.4145868113608;1383.4365246073353;16192.58029333024;804.0894860927339
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY3275;17/07/2023;17/07/2023 12:44;GCXO;LEMG;1433.559265590338;1517.6116154848646;17435.731441473672;0.0
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY8345;04/01/2023;04/01/2023 11:44;GCTS;EHAM;3223.9173690179928;3348.398285079537;35391.29298316206;61518.3480883394
A319;CFM56-5B6/P;PAX;EC-MIQ;144.0;0.0;VY8715;24/12/2023;24/12/2023 09:11;LOWW;LEBL;1369.6879770988733;1386.1911931897178;15053.279499996965;-281.0953632483539
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY3068;04/09/2023;04/09/2023 04:49;LEMG;GCLP;1409.5460140854718;1620.562755090302;18402.62677891856;0.0
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY2473;16/02/2023;16/02/2023 07:42;GCRR;LEBL;1974.1262423414275;2061.9213889837106;22634.93123836378;-27615.74675518632
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY3214;14/08/2023;14/08/2023 14:15;GCXO;GCXO;0.0;2315.3874299345944;20022.32031911761;0.0
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY1500;12/06/2023;12/06/2023 05:52;LIRQ;LEMD;1270.9016140085378;1361.76415933483;14844.552688442038;0.0
A320;CFM56-5B4/3;PAX;EC-MBE;180.0;0.0;Unknown;04/01/2023;04/01/2023 10:53;LEBL;LFBD;453.4685358712861;521.5944596179819;8163.89579490391;-3.4090818271676486
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY2120;23/09/2023;23/09/2023 14:45;LEMG;LEBL;765.966389686389;840.7848934927222;11133.64575991322;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY3137;22/07/2023;22/07/2023 04:51;LEST;GCRR;1619.2551302114596;1747.878273696657;19593.97996255601;0.0
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;Unknown;30/10/2023;30/10/2023 17:08;LFPO;LEBL;826.0961118302938;863.5147125621422;13043.886969882233;0.0
A321;V2533-A5;PAX;EC-MMU;220.0;0.0;Unknown;24/08/2023;24/08/2023 14:07;LEPA;LFPO;1020.2384564112792;1117.9642877848828;15922.721052290432;0.0
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY2014;01/03/2023;01/03/2023 15:33;LEBL;LEGR;680.1368145509944;884.1126021148214;9315.810063266434;0.0
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY8982;14/01/2023;14/01/2023 13:32;LEBL;EBBR;1083.7830166422862;1253.7387011004096;17445.58255965129;184929.7253345232
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY3969;27/08/2023;27/08/2023 13:34;LEVC;LEBB;469.7343062402431;555.9933333981314;8474.683581939767;0.0
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY2984;06/09/2023;06/09/2023 12:14;LFRS;LEMG;1189.1622353120304;1241.5012744855765;14863.099204343513;458.6490641871487
A321;CFM56-5B3/3;PAX;EC-NLY;220.0;0.0;VY6404;10/08/2023;10/08/2023 18:05;LEBL;LIPZ;951.7499664555206;1055.5780489450372;15213.44308995798;0.0
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY3914;01/11/2023;01/11/2023 15:34;LEBL;LEPA;201.96688121093285;227.7146042988044;4808.117638627519;0.0
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY2508;24/05/2023;24/05/2023 17:09;LEBB;LEZL;701.1541526362191;735.5742702358589;10149.484434299668;0.0
A321;V2533-A5;PAX;EC-MPV;220.0;0.0;VY8981;30/05/2023;30/05/2023 07:52;EBBR;LEBL;1083.7830166422862;1204.942848587155;16903.193529632357;-680.0931126625475
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;Unknown;04/04/2023;04/04/2023 14:04;EGKK;LEBL;1109.0539170109523;1177.2299472887198;14276.055606609114;0.0
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;Unknown;18/05/2023;18/05/2023 12:53;LIRQ;LEBL;797.5506985199976;866.7437750886453;10557.625097275462;3300.782078538662
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;Unknown;06/01/2023;06/01/2023 06:13;LEST;GCLP;1778.2054874068783;1842.3244172874;20474.54535915761;-2213.391183704485
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY8015;29/10/2023;29/10/2023 21:21;LFPO;LEBL;826.0961118302938;938.4950882791492;13899.192747989018;6059.866359713714
A20N;PW1127G-JM;PAX;EC-NIJ;186.0;0.0;VY2015;22/09/2023;22/09/2023 16:38;LEGR;LEBL;680.1368145509944;809.2236970894564;8788.419740660527;0.0
A320;CFM56-5B4/3;PAX;EC-LVU;180.0;0.0;Unknown;09/01/2023;09/01/2023 11:42;LFSB;LEBL;822.2368269898692;884.0256617431716;11530.763487792368;0.0
A20N;PW1127G-JM;PAX;EC-NIY;186.0;0.0;VY3518;25/06/2023;25/06/2023 18:50;LEBL;LEIB;276.1540864735084;321.5356467793491;4816.386953794508;0.0
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY6616;02/04/2023;02/04/2023 19:05;EGKK;EGKK;0.0;;0.0;
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY7990;16/10/2023;16/10/2023 10:05;DAAG;LFML;769.1804995117263;;10541.569188694317;
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;VY2119;09/09/2023;09/09/2023 18:54;LEBL;LEMG;765.966389686389;834.130772866305;12710.109105255196;0.0
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY1986;27/09/2023;27/09/2023 12:54;LPPR;LFPO;1200.895727281921;1346.075491510804;18488.638386610783;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY3044;03/09/2023;03/09/2023 15:06;LEZL;GCLP;1377.5380723845806;1461.6848722124482;16917.751796413908;0.0
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY2507;19/02/2023;19/02/2023 17:47;LEZL;LEBB;701.1541526362191;757.2347689322069;10356.676292323576;43657.94034300474
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY1676;26/05/2023;26/05/2023 14:21;LEBL;LEST;883.2522704545041;950.9847247517168;12152.339061864088;111214.98164503904
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY3517;14/10/2023;14/10/2023 17:01;LEIB;LEBL;276.1540864735084;348.7753476548468;6242.860353329524;0.0
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY8477;06/10/2023;06/10/2023 08:08;LPPR;LEBL;898.660944743925;1003.6715964273808;10172.819337501032;0.0
A20N;PW1127G-JM;PAX;EC-NFJ;186.0;0.0;VY8436;15/03/2023;15/03/2023 17:41;LPPT;EHAM;1846.297159921293;1951.7452526436336;17034.58899749893;333253.42500191816
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY3905;23/07/2023;23/07/2023 04:46;LEPA;LEBL;201.96688121093285;276.0646320397684;5382.014724508321;0.0
A20N;PW1127G-JM;PAX;EC-NCT;186.0;0.0;VY8829;10/10/2023;10/10/2023 19:03;LFPG;LEZL;1457.4451313122115;1497.00856708966;13679.964982830312;0.0
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;Unknown;28/02/2023;28/02/2023 05:52;LEZL;LFPG;1457.4451313122115;1491.1001978186323;13640.410708634869;0.0
A321;V2533-A5;PAX;EC-MJR;220.0;0.0;VY8576;20/04/2023;20/04/2023 10:35;LFPO;LIPE;823.5754889016268;949.009403624035;14003.498330684968;0.0
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY3258;07/06/2023;07/06/2023 17:49;LEZL;GCXO;1390.1408343101732;1448.7220336190103;16796.8898792333;30244.01168368648
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY7516;27/10/2023;27/10/2023 12:39;LSZH;LEST;1419.4806716990258;1511.660121710701;17383.933476967693;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY3865;02/12/2023;02/12/2023 20:38;LEAS;LEPA;854.8212152447728;964.5487918528304;12290.466967213357;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;Unknown;02/01/2023;02/01/2023 06:30;LEBL;LEMD;482.93021580816446;515.6771540737133;6603.966135713893;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;Unknown;17/04/2023;17/04/2023 07:25;LEMH;LFPO;996.0002508852702;1091.8719451500965;15630.665420741776;0.0
A321;V2533-A5;PAX;EC-MHS;220.0;0.0;VY2017;22/03/2023;22/03/2023 21:31;LEGR;LEBL;680.1368145509945;852.7183564300113;12918.720270647096;88934.98342379423
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY1515;17/10/2023;17/10/2023 05:14;LEBL;LFMN;496.29649900010094;601.0762703732146;8906.333286156238;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY2913;13/07/2023;13/07/2023 13:12;LFBD;LEBL;453.4685358712861;504.9244750133045;9017.691477818593;0.0
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY3835;11/08/2023;11/08/2023 09:48;LEMH;LEMD;664.4280573691569;749.0036370866203;8353.322724510654;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY1005;27/12/2023;27/12/2023 12:13;LEMD;LEBL;482.93021580816446;551.2626620639834;8440.15160560245;0.0
A320;CFM56-5B6/P;PAX;EC-KDX;180.0;0.0;VY1376;27/11/2023;27/11/2023 12:36;EHAM;LEAL;1613.152117716283;1672.2284696413692;18886.074447641007;1548.5935405911025
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;Unknown;11/01/2023;11/01/2023 08:51;LEBL;LERS;78.01305503594328;;4145.928693380441;
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY2517;26/02/2023;26/02/2023 13:31;LEAS;LEZL;683.4639920068003;774.9316865043756;10512.070185841503;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY3841;11/10/2023;11/10/2023 11:14;EDDM;LEPA;1215.744849059725;1315.7533181873505;15553.738731089865;0.0
A321;CFM56-5B3/3;PAX;EC-NLY;220.0;0.0;VY8600;05/06/2023;05/06/2023 17:13;LFPO;LIMJ;687.5872639010054;803.0097572479385;12376.33124062816;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY8480;03/10/2023;03/10/2023 19:15;LEBL;LPPR;898.660944743925;997.0352189732216;14545.887360703904;0.0
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY1702;31/12/2023;31/12/2023 05:36;LEBL;LEVX;893.3415342249336;937.4065283259482;13878.33163144983;47082.796520366464
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY6330;21/12/2023;21/12/2023 06:29;LEBL;LIMC;720.7942696840571;868.6690191613496;11392.6355824431;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY8009;10/07/2023;10/07/2023 13:47;LFPO;LEBL;826.0961118302938;892.5261879193749;13377.664834509274;0.0
A320;CFM56-5B6/3;PAX;EC-KMI;180.0;0.0;VY1008;12/08/2023;12/08/2023 14:30;LEBL;LEMD;482.93021580816446;556.5331712999451;8491.949570108427;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY1891;09/08/2023;09/08/2023 12:52;EDDV;LEBL;1367.6018724853827;1513.616826160845;17401.199465136353;0.0
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY8176;07/08/2023;07/08/2023 09:49;LEMG;LFPO;1451.3818548328447;1597.3500047880525;18195.43492089465;393.3134194663171
A320;V2527-A5;PAX;EC-LVV;180.0;0.0;VY1578;09/10/2023;09/10/2023 07:57;LEBL;LEAS;711.5818927865375;;10822.85797287736;
A320;V2527-A5;PAX;EC-MES;186.0;0.0;VY2170;10/07/2023;10/07/2023 05:26;LEMG;LSZH;1607.3463692289831;1830.7775520491527;20370.94943014566;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY1260;29/03/2023;29/03/2023 15:38;LEMG;EGFF;1639.5401321635468;1706.303218779338;19196.862234676868;756918.5863608652
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY6524;11/09/2023;11/09/2023 04:39;LEBL;LIPE;831.3202252007094;904.243598077174;11720.689357647616;-886.6346488914962
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY6248;29/03/2023;29/03/2023 17:23;LEBL;LSZH;855.9042394968873;979.226957328594;12428.594872562626;78260.30304114906
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY3915;30/05/2023;30/05/2023 16:59;LEPA;LEBL;201.96688121093285;269.9157372144719;5315.795829983614;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY6248;21/04/2023;21/04/2023 16:57;LEBL;LSZH;855.9042394968873;;14024.359447224157;
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY6514;10/04/2023;10/04/2023 14:40;LEBL;LIMF;625.8255121182425;771.3219237241095;9722.717851055755;0.0
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY3500;15/08/2023;15/08/2023 05:21;LEBL;LEIB;276.1540864735084;338.68229433572645;7140.190989291506;0.0
A321;V2533-A5;PAX;EC-MMU;220.0;0.0;VY2122;12/12/2023;12/12/2023 21:56;LEMG;LEBL;765.966389686389;800.534593895346;12334.60900754978;833.4715492637029
A320;V2527-A5;PAX;EC-MJB;186.0;0.0;Unknown;23/05/2023;23/05/2023 12:01;EGKK;LEBL;1109.0539170109523;1200.4134281176816;14483.247464633016;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY8741;12/07/2023;12/07/2023 19:56;LMML;LEBL;1234.2057876783954;1388.368736243727;18968.44406701215;0.0
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY6815;02/01/2023;02/01/2023 13:41;EHAM;LIRQ;1058.3305796033387;1176.5304754006634;13238.961830327216;58528.59883823212
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY3964;11/02/2023;11/02/2023 13:28;LEZL;LEVC;524.3684614853302;552.5338691093648;8440.15160560245;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY2016;21/06/2023;21/06/2023 18:47;LEBL;LEGR;680.1368145509944;790.0180992015374;8656.57216000905;151.7054211351322
A320;CFM56-5B4/P;PAX;EC-JTR;180.0;0.0;VY7293;21/06/2023;21/06/2023 19:47;EGKK;LEBB;896.2343404083921;973.6620378756976;12376.79690805665;36316.982712084886
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY6524;30/10/2023;30/10/2023 06:26;LEBL;LIPE;831.3202252007094;928.0713352352606;9632.244256829978;-3641.2300581882528
A320;V2527-A5;PAX;EC-MFL;180.0;0.0;VY6525;06/10/2023;06/10/2023 06:55;LIPE;LEBL;831.3202252007094;910.6935274040704;11789.753310322252;-206.28583286660168
A320;CFM56-5B4/3;PAX;EC-MBE;180.0;0.0;VY8223;24/07/2023;24/07/2023 14:45;LFPG;LEST;1084.945374441271;1140.5255112960174;13930.73584323594;0.0
A21N;PW1133G-JM;PAX;EC-NYF;230.0;0.0;VY8433;17/08/2023;17/08/2023 13:18;LIMC;LEBL;720.7942696840571;1595.1446340927212;16469.195895185545;31525.730082005022
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY2214;05/01/2023;05/01/2023 12:59;LEBL;LEZL;809.2782447899061;873.9917238993092;11444.433546949076;0.0
A321;V2533-A5;PAX;EC-MHB;220.0;0.0;VY8015;22/07/2023;22/07/2023 20:07;LFPO;LEBL;826.0961118302938;952.6233073620537;14045.22056376335;0.0
A320;CFM56-5B4/3;PAX;EC-KRH;180.0;0.0;VY3911;01/06/2023;01/06/2023 14:49;LEPA;LEBL;201.96688121093285;247.78183959162183;5050.9202518847815;0.0
A20N;PW1127G-JM;PAX;EC-NIJ;186.0;0.0;VY8443;03/04/2023;03/04/2023 10:55;GCRR;EHAM;3005.884890325569;3039.0587928079817;25982.53943520385;-0.4294687342350043
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;VY3714;01/09/2023;01/09/2023 07:14;LEBL;LEMH;241.0492606878899;238.08500299912865;4940.555427676934;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY6403;16/08/2023;16/08/2023 15:23;LIPZ;LEBL;951.7499664555206;1061.3707483772166;15276.02643957555;-217.08071072551533
A320;CFM56-5B4/3;PAX;EC-MVO;180.0;0.0;VY3709;25/03/2023;25/03/2023 20:56;LEMD;LEBL;482.93021580816446;564.1025747842649;8561.013522783061;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY2117;18/04/2023;18/04/2023 10:54;LEBL;LEMG;765.966389686389;848.839173083768;9065.29966002863;0.0
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY1376;28/07/2023;28/07/2023 11:45;EHAM;LEAL;1613.152117716283;1682.6928143257933;15011.625547410227;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY8340;20/04/2023;20/04/2023 05:35;EHAM;GCLP;3182.774429627134;3770.400122425796;39576.11381454912;-10393.134090761174
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY8987;16/04/2023;16/04/2023 12:52;EBBR;LEBL;1083.7830166422862;1142.6708069886329;13948.0018314046;-362.9864290098144
A320;CFM56-5B4/3;PAX;EC-LVU;180.0;0.0;VY7844;07/01/2023;07/01/2023 21:53;LEBL;LLBG;3081.6813341765805;3130.2919101887346;33225.46465814595;0.0
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY3322;26/09/2023;26/09/2023 17:07;LEIB;EHAM;1516.6619237498269;1625.6960891716178;14602.898047390649;0.0
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY6109;05/10/2023;05/10/2023 05:08;LIRF;LEBL;847.9678302098054;917.0804008710654;11841.551274828227;-5217.739786082383
A320;CFM56-5B4/3;PAX;EC-MBL;180.0;0.0;VY2701;07/01/2023;07/01/2023 10:33;LPPT;LEBB;724.2900539591833;870.0251281133486;11409.90157061176;-1.5985634831795503
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY1674;20/08/2023;20/08/2023 11:31;LEST;LEBL;883.2522704545041;929.2376378419168;11962.41319200884;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY3161;06/06/2023;06/06/2023 07:46;GCRR;LEZL;1183.3356380119371;1252.6611349001246;14966.695133355466;67770.9462001927
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY8981;06/02/2023;06/02/2023 09:26;EBBR;LEBL;1083.7830166422862;1215.5145993471458;17007.499112328307;0.0
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;VY1572;08/05/2023;08/05/2023 19:09;LEBL;LEMR;691.3646725348349;730.9804003540684;11562.747695599755;9686.1971377232
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY6737;01/04/2023;01/04/2023 14:21;LDDU;LIRF;502.6903045820188;534.1304232035383;8267.491723915862;0.0
A320;V2527-A5;PAX;EC-LVV;180.0;0.0;VY3911;09/09/2023;09/09/2023 14:26;LEPA;LEBL;201.96688121093285;;5624.817337765583;
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY2015;21/03/2023;21/03/2023 17:20;LEGR;LEBL;680.1368145509944;809.7952346789767;10840.12396104602;14952.758368928098
A319;CFM56-5B6/P;PAX;EC-NGB;144.0;0.0;VY1502;19/10/2023;19/10/2023 05:02;LIRQ;LFPO;870.091904104308;914.770777891763;10975.078720385316;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY6227;14/08/2023;14/08/2023 19:56;EGKK;LIRF;1405.917409558029;1462.8937547812418;13442.639337657653;2253.45681762088
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY1505;18/08/2023;18/08/2023 20:04;LFPO;LIRQ;870.091904104308;993.436740355303;11649.426880793542;0.0
A320;CFM56-5B4/3;PAX;EC-LVO;180.0;0.0;VY2512;24/12/2023;24/12/2023 06:27;LEBB;LEZL;701.1541526362191;745.1268432059176;10235.814375142962;0.0
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY3709;13/04/2023;13/04/2023 16:52;LEMH;LEBL;241.0492606878899;330.84435249600665;6044.2036697554;0.0
